Id|Name
8290431B-FFA8-41A5-96F2-90844312E021|Operator
91503C93-0C9C-47AF-BED7-6B17D894D8AA|MerchantAdmin
9958F998-1730-4CBE-BB74-72059FB3C7E6|Administrator
B65D1006-CEDD-4EF8-816C-40B8B237567B|SupperAdmin
